,rx,ry,rconfidence
0,0.0,0.0,0.0
0,153.795,140.784,0.682465
0,156.37,137.529,0.744442
0,0.0,0.0,0.0
0,151.183,142.717,0.596045
0,158.988,136.897,0.744281
0,151.176,144.692,0.719276
0,148.571,148.591,0.794482
0,0.0,0.0,0.0
0,151.166,143.397,0.77802
0,155.077,139.482,0.740903
0,0.0,0.0,0.0
0,42.0607,158.95,0.079446
0,0.0,0.0,0.0
0,160.276,137.543,0.72163
0,168.045,127.162,0.719711
0,155.087,142.082,0.73033
0,153.113,129.747,0.77222
0,158.335,136.879,0.734221
0,158.973,135.576,0.676268
0,0.0,0.0,0.0
0,151.164,143.368,0.775202
0,177.157,118.702,0.519873
0,0.0,0.0,0.0
0,151.822,142.756,0.79066
0,168.717,134.285,0.462878
0,0.0,0.0,0.0
0,151.166,144.041,0.740224
0,150.524,142.746,0.757651
0,158.314,139.497,0.689145
0,153.762,142.7,0.729979
0,0.0,0.0,0.0
0,154.428,138.857,0.764189
0,0.0,0.0,0.0
0,160.923,136.241,0.628919
0,0.0,0.0,0.0
0,139.488,179.773,0.611701
0,148.572,147.926,0.766164
0,154.424,138.831,0.699719
0,138.18,175.843,0.693078
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,151.827,136.889,0.653463
0,155.07,135.586,0.730337
0,153.769,140.122,0.785618
0,147.949,153.754,0.83822
0,153.132,129.102,0.630819
0,153.117,139.496,0.775858
0,181.05,121.927,0.48384
0,148.592,147.257,0.752477
0,153.791,137.537,0.798803
0,155.088,142.707,0.767088
0,153.772,138.856,0.799409
0,164.154,133.004,0.739671
0,0.0,0.0,0.0
0,177.15,118.053,0.572215
0,149.237,148.58,0.780417
0,148.554,151.181,0.761141
0,157.646,138.849,0.579038
0,0.0,0.0,0.0
