,lx,ly,lconfidence
0,169.356,138.836,0.322245
0,181.697,138.196,0.395394
0,38.1649,232.362,0.0638387
0,155.084,162.846,0.441129
0,0.0,0.0,0.0
0,181.704,137.531,0.377733
0,168.053,145.974,0.164401
0,179.743,133.639,0.428825
0,0.0,0.0,0.0
0,155.716,143.383,0.286392
0,158.964,147.928,0.165575
0,170.025,141.433,0.377934
0,170.651,142.741,0.525303
0,179.083,128.437,0.22696
0,180.412,139.479,0.572782
0,154.432,156.374,0.687638
0,169.362,142.737,0.297076
0,169.348,140.784,0.333816
0,0.0,0.0,0.0
0,166.759,152.465,0.0736551
0,170.659,155.718,0.0603996
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,164.818,141.426,0.344316
0,165.461,159.616,0.119879
0,174.556,140.781,0.380815
0,0.0,0.0,0.0
0,177.153,138.175,0.384857
0,173.897,142.079,0.209803
0,146.623,158.318,0.250998
0,167.41,137.546,0.178857
0,160.261,152.468,0.0912522
0,0.0,0.0,0.0
0,182.351,135.578,0.512123
0,173.912,138.188,0.427306
0,181.044,134.291,0.243927
0,164.825,151.826,0.0670262
0,168.705,138.189,0.340303
0,0.0,0.0,0.0
0,164.808,150.522,0.302272
0,0.0,0.0,0.0
0,164.167,128.458,0.245751
0,49.8497,173.895,0.205031
0,38.824,231.716,0.152193
0,169.353,140.136,0.306572
0,170.007,142.741,0.389287
0,0.0,0.0,0.0
0,168.693,136.876,0.356108
0,33.6326,153.785,0.557534
0,178.442,136.876,0.329682
0,0.0,0.0,0.0
0,177.806,139.492,0.326617
0,158.965,148.573,0.131068
0,0.0,0.0,0.0
0,171.315,143.395,0.0647026
0,158.98,164.163,0.061193
0,173.253,138.844,0.180953
0,164.823,137.527,0.474855
0,181.692,138.203,0.411985
0,171.952,138.187,0.11801
0,180.404,118.052,0.067649
0,174.559,138.196,0.287023
0,179.725,122.59,0.690884
0,0.0,0.0,0.0
0,166.761,142.729,0.433782
0,167.416,142.081,0.439892
0,169.369,142.732,0.0749967
0,0.0,0.0,0.0
0,164.181,147.285,0.527155
0,161.575,141.429,0.293866
0,175.196,138.189,0.444597
0,0.0,0.0,0.0
0,165.456,153.099,0.321796
0,164.822,153.122,0.0581483
